id,name,chr,38bp1,38bp2,37bp1,37bp2
"<a id=""PITPNC1"" href=""#"" onclick=""resClick(this.id)"">PITPNC1</a>",phosphatidylinositol transfer protein cytoplasmic 1,17,"","",65373396,65693372
"<a id=""PITPNM1"" href=""#"" onclick=""resClick(this.id)"">PITPNM1</a>",phosphatidylinositol transfer protein membrane associated 1,11,"","",67259238,67272834
"<a id=""PITPNM2"" href=""#"" onclick=""resClick(this.id)"">PITPNM2</a>",phosphatidylinositol transfer protein membrane associated 2,12,"","",123468026,123595036
"<a id=""PITPNM3"" href=""#"" onclick=""resClick(this.id)"">PITPNM3</a>",PITPNM family member 3,17,"","",6354582,6459875
"<a id=""PITRM1"" href=""#"" onclick=""resClick(this.id)"">PITRM1</a>",pitrilysin metallopeptidase 1,10,"","",3179918,3215033
"<a id=""PITX1"" href=""#"" onclick=""resClick(this.id)"">PITX1</a>",paired like homeodomain 1,5,"","",134363423,134369918
"<a id=""PITX2"" href=""#"" onclick=""resClick(this.id)"">PITX2</a>",paired like homeodomain 2,4,"","",111538579,111563279
"<a id=""PITX3"" href=""#"" onclick=""resClick(this.id)"">PITX3</a>",paired like homeodomain 3,10,"","",103989945,104001269
"<a id=""PIWIL1"" href=""#"" onclick=""resClick(this.id)"">PIWIL1</a>",piwi like RNA-mediated gene silencing 1,12,"","",130822431,130857144
"<a id=""PIWIL2"" href=""#"" onclick=""resClick(this.id)"">PIWIL2</a>",piwi like RNA-mediated gene silencing 2,8,"","",22132828,22215080
"<a id=""PIWIL3"" href=""#"" onclick=""resClick(this.id)"">PIWIL3</a>",piwi like RNA-mediated gene silencing 3,22,"","",25115000,25170687
"<a id=""PIWIL4"" href=""#"" onclick=""resClick(this.id)"">PIWIL4</a>",piwi like RNA-mediated gene silencing 4,11,"","",94300533,94354587
"<a id=""PJA2"" href=""#"" onclick=""resClick(this.id)"">PJA2</a>",praja ring finger ubiquitin ligase 2,5,"","",108670422,108745675
"<a id=""PJVK"" href=""#"" onclick=""resClick(this.id)"">PJVK</a>",pejvakin,2,"","",179316162,179326293
"<a id=""PKD1"" href=""#"" onclick=""resClick(this.id)"">PKD1</a>","polycystin 1, transient receptor potential channel interacting",16,"","",2138708,2185899
"<a id=""PKD1L1"" href=""#"" onclick=""resClick(this.id)"">PKD1L1</a>","polycystin 1 like 1, transient receptor potential channel interacting",7,"","",47814249,47988088
"<a id=""PKD1L2"" href=""#"" onclick=""resClick(this.id)"">PKD1L2</a>",polycystin 1 like 2 (gene/pseudogene),16,"","",81134481,81253999
"<a id=""PKD1P3-NPIPA1"" href=""#"" onclick=""resClick(this.id)"">PKD1P3-NPIPA1</a>",,16,"","",15005618,15045917
"<a id=""PKD2"" href=""#"" onclick=""resClick(this.id)"">PKD2</a>","polycystin 2, transient receptor potential cation channel",4,"","",88928786,88998929
"<a id=""PKD2L1"" href=""#"" onclick=""resClick(this.id)"">PKD2L1</a>","polycystin 2 like 1, transient receptor potential cation channel",10,"","",102047905,102089985
"<a id=""PKD2L2"" href=""#"" onclick=""resClick(this.id)"">PKD2L2</a>","polycystin 2 like 2, transient receptor potential cation channel",5,"","",137225145,137278434
"<a id=""PKDCC"" href=""#"" onclick=""resClick(this.id)"">PKDCC</a>","protein kinase domain containing, cytoplasmic",2,"","",42275160,42285656
"<a id=""PKDREJ"" href=""#"" onclick=""resClick(this.id)"">PKDREJ</a>",polycystin family receptor for egg jelly,22,"","",46651559,46659240
"<a id=""PKHD1"" href=""#"" onclick=""resClick(this.id)"">PKHD1</a>",PKHD1 ciliary IPT domain containing fibrocystin/polyductin,6,"","",51480096,51952411
"<a id=""PKHD1L1"" href=""#"" onclick=""resClick(this.id)"">PKHD1L1</a>",PKHD1 like 1,8,"","",110374689,110549436
"<a id=""PKIA"" href=""#"" onclick=""resClick(this.id)"">PKIA</a>",cAMP-dependent protein kinase inhibitor alpha,8,"","",79428574,79517502
"<a id=""PKIB"" href=""#"" onclick=""resClick(this.id)"">PKIB</a>",cAMP-dependent protein kinase inhibitor beta,6,"","",122793061,123047518
"<a id=""PKIG"" href=""#"" onclick=""resClick(this.id)"">PKIG</a>",cAMP-dependent protein kinase inhibitor gamma,20,"","",43160421,43247678
"<a id=""PKLR"" href=""#"" onclick=""resClick(this.id)"">PKLR</a>",pyruvate kinase L/R,1,"","",155259083,155271229
"<a id=""PKM"" href=""#"" onclick=""resClick(this.id)"">PKM</a>",pyruvate kinase M1/2,15,"","",72491369,72523965
"<a id=""PKMYT1"" href=""#"" onclick=""resClick(this.id)"">PKMYT1</a>","protein kinase, membrane associated tyrosine/threonine 1",16,"","",3022808,3030447
"<a id=""PKN1"" href=""#"" onclick=""resClick(this.id)"">PKN1</a>",protein kinase N1,19,"","",14544117,14582671
"<a id=""PKN2"" href=""#"" onclick=""resClick(this.id)"">PKN2</a>",protein kinase N2,1,"","",89149826,89301938
"<a id=""PKN3"" href=""#"" onclick=""resClick(this.id)"">PKN3</a>",protein kinase N3,9,"","",131464781,131483195
"<a id=""PKNOX1"" href=""#"" onclick=""resClick(this.id)"">PKNOX1</a>",PBX/knotted 1 homeobox 1,21,"","",44394619,44454041
"<a id=""PKNOX2"" href=""#"" onclick=""resClick(this.id)"">PKNOX2</a>",PBX/knotted 1 homeobox 2,11,"","",125034646,125303285
"<a id=""PKP1"" href=""#"" onclick=""resClick(this.id)"">PKP1</a>",plakophilin 1,1,"","",201252579,201302121
"<a id=""PKP2"" href=""#"" onclick=""resClick(this.id)"">PKP2</a>",plakophilin 2,12,"","",32943679,33049780
"<a id=""PKP3"" href=""#"" onclick=""resClick(this.id)"">PKP3</a>",plakophilin 3,11,"","",392595,404908
"<a id=""PKP4"" href=""#"" onclick=""resClick(this.id)"">PKP4</a>",plakophilin 4,2,"","",159313463,159539400
"<a id=""PLA1A"" href=""#"" onclick=""resClick(this.id)"">PLA1A</a>",phospholipase A1 member A,3,"","",119316694,119348658
"<a id=""PLA2G10"" href=""#"" onclick=""resClick(this.id)"">PLA2G10</a>",phospholipase A2 group X,16,"","",14766404,14788430
"<a id=""PLA2G12A"" href=""#"" onclick=""resClick(this.id)"">PLA2G12A</a>",phospholipase A2 group XIIA,4,"","",110631144,110651226
"<a id=""PLA2G12B"" href=""#"" onclick=""resClick(this.id)"">PLA2G12B</a>",phospholipase A2 group XIIB,10,"","",74694519,74714564
"<a id=""PLA2G15"" href=""#"" onclick=""resClick(this.id)"">PLA2G15</a>",phospholipase A2 group XV,16,"","",68279275,68294961
"<a id=""PLA2G1B"" href=""#"" onclick=""resClick(this.id)"">PLA2G1B</a>",phospholipase A2 group IB,12,"","",120759917,120765582
"<a id=""PLA2G2A"" href=""#"" onclick=""resClick(this.id)"">PLA2G2A</a>",phospholipase A2 group IIA,1,"","",20301927,20306927
"<a id=""PLA2G2C"" href=""#"" onclick=""resClick(this.id)"">PLA2G2C</a>",phospholipase A2 group IIC,1,"","",20489547,20503932
"<a id=""PLA2G2D"" href=""#"" onclick=""resClick(this.id)"">PLA2G2D</a>",phospholipase A2 group IID,1,"","",20438433,20446029
"<a id=""PLA2G2E"" href=""#"" onclick=""resClick(this.id)"">PLA2G2E</a>",phospholipase A2 group IIE,1,"","",20246501,20250110
"<a id=""PLA2G2F"" href=""#"" onclick=""resClick(this.id)"">PLA2G2F</a>",phospholipase A2 group IIF,1,"","",20465815,20476874
"<a id=""PLA2G3"" href=""#"" onclick=""resClick(this.id)"">PLA2G3</a>",phospholipase A2 group III,22,"","",31530792,31536494
"<a id=""PLA2G4A"" href=""#"" onclick=""resClick(this.id)"">PLA2G4A</a>",phospholipase A2 group IVA,1,"","",186798031,186958113
"<a id=""PLA2G4B"" href=""#"" onclick=""resClick(this.id)"">PLA2G4B</a>",phospholipase A2 group IVB,15,"","",42131010,42140346
"<a id=""PLA2G4C"" href=""#"" onclick=""resClick(this.id)"">PLA2G4C</a>",phospholipase A2 group IVC,19,"","",48551099,48614109
"<a id=""PLA2G4C-AS1"" href=""#"" onclick=""resClick(this.id)"">PLA2G4C-AS1</a>",PLA2G4C antisense RNA 1,19,"","",48564627,48568202
"<a id=""PLA2G4D"" href=""#"" onclick=""resClick(this.id)"">PLA2G4D</a>",phospholipase A2 group IVD,15,"","",42359206,42386760
"<a id=""PLA2G4E"" href=""#"" onclick=""resClick(this.id)"">PLA2G4E</a>",phospholipase A2 group IVE,15,"","",42273779,42342901
"<a id=""PLA2G4E-AS1"" href=""#"" onclick=""resClick(this.id)"">PLA2G4E-AS1</a>",PLA2G4E antisense RNA 1,15,"","",42264960,42291292
"<a id=""PLA2G4F"" href=""#"" onclick=""resClick(this.id)"">PLA2G4F</a>",phospholipase A2 group IVF,15,"","",42431231,42448834
"<a id=""PLA2G5"" href=""#"" onclick=""resClick(this.id)"">PLA2G5</a>",phospholipase A2 group V,1,"","",20396686,20418404
"<a id=""PLA2G6"" href=""#"" onclick=""resClick(this.id)"">PLA2G6</a>",phospholipase A2 group VI,22,"","",38507501,38577837
"<a id=""PLA2G7"" href=""#"" onclick=""resClick(this.id)"">PLA2G7</a>",phospholipase A2 group VII,6,"","",46672052,46703430
"<a id=""PLA2R1"" href=""#"" onclick=""resClick(this.id)"">PLA2R1</a>",phospholipase A2 receptor 1,2,"","",160788516,160919126
"<a id=""PLAA"" href=""#"" onclick=""resClick(this.id)"">PLAA</a>",phospholipase A2 activating protein,9,"","",26903447,26947471
"<a id=""PLAAT1"" href=""#"" onclick=""resClick(this.id)"">PLAAT1</a>",phospholipase A and acyltransferase 1,3,"","",192959010,192988644
"<a id=""PLAAT2"" href=""#"" onclick=""resClick(this.id)"">PLAAT2</a>",phospholipase A and acyltransferase 2,11,"","",63320241,63330851
"<a id=""PLAAT3"" href=""#"" onclick=""resClick(this.id)"">PLAAT3</a>",phospholipase A and acyltransferase 3,11,"","",63341940,63381941
"<a id=""PLAAT4"" href=""#"" onclick=""resClick(this.id)"">PLAAT4</a>",phospholipase A and acyltransferase 4,11,"","",63304279,63313930
"<a id=""PLAAT5"" href=""#"" onclick=""resClick(this.id)"">PLAAT5</a>",phospholipase A and acyltransferase 5,11,"","",63228875,63258639
"<a id=""PLAC4"" href=""#"" onclick=""resClick(this.id)"">PLAC4</a>",placenta enriched 4,21,"","",42547157,42557166
"<a id=""PLAC8"" href=""#"" onclick=""resClick(this.id)"">PLAC8</a>",placenta associated 8,4,"","",84011207,84035882
"<a id=""PLAC8L1"" href=""#"" onclick=""resClick(this.id)"">PLAC8L1</a>",PLAC8 like 1,5,"","",145463875,145485140
"<a id=""PLAC9"" href=""#"" onclick=""resClick(this.id)"">PLAC9</a>",placenta associated 9,10,"","",81891416,81905112
"<a id=""PLAG1"" href=""#"" onclick=""resClick(this.id)"">PLAG1</a>",PLAG1 zinc finger,8,"","",57073467,57123832
"<a id=""PLAGL1"" href=""#"" onclick=""resClick(this.id)"">PLAGL1</a>",PLAG1 like zinc finger 1,6,"","",144261436,144385736
"<a id=""PLAGL2"" href=""#"" onclick=""resClick(this.id)"">PLAGL2</a>",PLAG1 like zinc finger 2,20,"","",30780306,30795546
"<a id=""PLAT"" href=""#"" onclick=""resClick(this.id)"">PLAT</a>","plasminogen activator, tissue type",8,"","",42032235,42065083
"<a id=""PLAU"" href=""#"" onclick=""resClick(this.id)"">PLAU</a>","plasminogen activator, urokinase",10,"","",75670858,75677258
"<a id=""PLAUR"" href=""#"" onclick=""resClick(this.id)"">PLAUR</a>","plasminogen activator, urokinase receptor",19,"","",44150246,44174498
"<a id=""PLB1"" href=""#"" onclick=""resClick(this.id)"">PLB1</a>",phospholipase B1,2,"","",28718926,28867008
"<a id=""PLBD1"" href=""#"" onclick=""resClick(this.id)"">PLBD1</a>",phospholipase B domain containing 1,12,"","",14656594,14720817
"<a id=""PLBD2"" href=""#"" onclick=""resClick(this.id)"">PLBD2</a>",phospholipase B domain containing 2,12,"","",113796391,113829434
"<a id=""PLCB1"" href=""#"" onclick=""resClick(this.id)"">PLCB1</a>",phospholipase C beta 1,20,"","",8112912,8865547
"<a id=""PLCB2"" href=""#"" onclick=""resClick(this.id)"">PLCB2</a>",phospholipase C beta 2,15,"","",40580109,40600136
"<a id=""PLCB3"" href=""#"" onclick=""resClick(this.id)"">PLCB3</a>",phospholipase C beta 3,11,"","",64019001,64036924
"<a id=""PLCB4"" href=""#"" onclick=""resClick(this.id)"">PLCB4</a>",phospholipase C beta 4,20,"","",9049700,9461462
"<a id=""PLCD1"" href=""#"" onclick=""resClick(this.id)"">PLCD1</a>",phospholipase C delta 1,3,"","",38048986,38071133
"<a id=""PLCD3"" href=""#"" onclick=""resClick(this.id)"">PLCD3</a>",phospholipase C delta 3,17,"","",43186326,43209882
"<a id=""PLCD4"" href=""#"" onclick=""resClick(this.id)"">PLCD4</a>",phospholipase C delta 4,2,"","",219472621,219501898
"<a id=""PLCE1"" href=""#"" onclick=""resClick(this.id)"">PLCE1</a>",phospholipase C epsilon 1,10,"","",95753687,96092580
"<a id=""PLCG1"" href=""#"" onclick=""resClick(this.id)"">PLCG1</a>",phospholipase C gamma 1,20,"","",39766182,39806266
"<a id=""PLCG2"" href=""#"" onclick=""resClick(this.id)"">PLCG2</a>",phospholipase C gamma 2,16,"","",81812895,81996290
"<a id=""PLCH1"" href=""#"" onclick=""resClick(this.id)"">PLCH1</a>",phospholipase C eta 1,3,"","",155197669,155462860
"<a id=""PLCH2"" href=""#"" onclick=""resClick(this.id)"">PLCH2</a>",phospholipase C eta 2,1,"","",2398889,2436971
"<a id=""PLCL1"" href=""#"" onclick=""resClick(this.id)"">PLCL1</a>",phospholipase C like 1 (inactive),2,"","",198669316,199014587
"<a id=""PLCL2"" href=""#"" onclick=""resClick(this.id)"">PLCL2</a>",phospholipase C like 2,3,"","",16926447,17132096
"<a id=""PLCXD2"" href=""#"" onclick=""resClick(this.id)"">PLCXD2</a>",phosphatidylinositol specific phospholipase C X domain containing 2,3,"","",111393522,111565294
"<a id=""PLCXD3"" href=""#"" onclick=""resClick(this.id)"">PLCXD3</a>",phosphatidylinositol specific phospholipase C X domain containing 3,5,"","",41307053,41510703
"<a id=""PLCZ1"" href=""#"" onclick=""resClick(this.id)"">PLCZ1</a>",phospholipase C zeta 1,12,"","",18836113,18890946
"<a id=""PLD1"" href=""#"" onclick=""resClick(this.id)"">PLD1</a>",phospholipase D1,3,"","",171318193,171528273
"<a id=""PLD2"" href=""#"" onclick=""resClick(this.id)"">PLD2</a>",phospholipase D2,17,"","",4710446,4726725
"<a id=""PLD3"" href=""#"" onclick=""resClick(this.id)"">PLD3</a>",phospholipase D family member 3,19,"","",40854331,40884397
"<a id=""PLD4"" href=""#"" onclick=""resClick(this.id)"">PLD4</a>",phospholipase D family member 4,14,"","",105391215,105404122
"<a id=""PLD5"" href=""#"" onclick=""resClick(this.id)"">PLD5</a>",phospholipase D family member 5,1,"","",242246287,242687999
"<a id=""PLD6"" href=""#"" onclick=""resClick(this.id)"">PLD6</a>",phospholipase D family member 6,17,"","",17104308,17109647
"<a id=""PLEC"" href=""#"" onclick=""resClick(this.id)"">PLEC</a>",plectin,8,"","",144989320,145050913
"<a id=""PLEK"" href=""#"" onclick=""resClick(this.id)"">PLEK</a>",pleckstrin,2,"","",68592413,68624585
"<a id=""PLEK2"" href=""#"" onclick=""resClick(this.id)"">PLEK2</a>",pleckstrin 2,14,"","",67853700,67878882
"<a id=""PLEKHA1"" href=""#"" onclick=""resClick(this.id)"">PLEKHA1</a>",pleckstrin homology domain containing A1,10,"","",124134223,124202116
"<a id=""PLEKHA2"" href=""#"" onclick=""resClick(this.id)"">PLEKHA2</a>",pleckstrin homology domain containing A2,8,"","",38758863,38831430
"<a id=""PLEKHA3"" href=""#"" onclick=""resClick(this.id)"">PLEKHA3</a>",pleckstrin homology domain containing A3,2,"","",179345183,179381190
"<a id=""PLEKHA4"" href=""#"" onclick=""resClick(this.id)"">PLEKHA4</a>",pleckstrin homology domain containing A4,19,"","",49340353,49371874
"<a id=""PLEKHA5"" href=""#"" onclick=""resClick(this.id)"">PLEKHA5</a>",pleckstrin homology domain containing A5,12,"","",19282666,19529333
"<a id=""PLEKHA6"" href=""#"" onclick=""resClick(this.id)"">PLEKHA6</a>",pleckstrin homology domain containing A6,1,"","",204187980,204329057
"<a id=""PLEKHA7"" href=""#"" onclick=""resClick(this.id)"">PLEKHA7</a>",pleckstrin homology domain containing A7,11,"","",16798843,17035961
"<a id=""PLEKHA8"" href=""#"" onclick=""resClick(this.id)"">PLEKHA8</a>",pleckstrin homology domain containing A8,7,"","",30068027,30170098
"<a id=""PLEKHA8P1"" href=""#"" onclick=""resClick(this.id)"">PLEKHA8P1</a>",pleckstrin homology domain containing A8 pseudogene 1,12,"","",45566816,45609789
"<a id=""PLEKHB1"" href=""#"" onclick=""resClick(this.id)"">PLEKHB1</a>",pleckstrin homology domain containing B1,11,"","",73357625,73373864
"<a id=""PLEKHB2"" href=""#"" onclick=""resClick(this.id)"">PLEKHB2</a>",pleckstrin homology domain containing B2,2,"","",131862419,131907425
"<a id=""PLEKHF1"" href=""#"" onclick=""resClick(this.id)"">PLEKHF1</a>",pleckstrin homology and FYVE domain containing 1,19,"","",30156367,30166383
"<a id=""PLEKHF2"" href=""#"" onclick=""resClick(this.id)"">PLEKHF2</a>",pleckstrin homology and FYVE domain containing 2,8,"","",96146012,96168913
"<a id=""PLEKHG1"" href=""#"" onclick=""resClick(this.id)"">PLEKHG1</a>",pleckstrin homology and RhoGEF domain containing G1,6,"","",150921020,151164801
"<a id=""PLEKHG2"" href=""#"" onclick=""resClick(this.id)"">PLEKHG2</a>",pleckstrin homology and RhoGEF domain containing G2,19,"","",39903308,39919055
"<a id=""PLEKHG3"" href=""#"" onclick=""resClick(this.id)"">PLEKHG3</a>",pleckstrin homology and RhoGEF domain containing G3,14,"","",65171141,65216967
"<a id=""PLEKHG4"" href=""#"" onclick=""resClick(this.id)"">PLEKHG4</a>",pleckstrin homology and RhoGEF domain containing G4,16,"","",67312064,67323383
"<a id=""PLEKHG4B"" href=""#"" onclick=""resClick(this.id)"">PLEKHG4B</a>",pleckstrin homology and RhoGEF domain containing G4B,5,"","",92282,190081
"<a id=""PLEKHG5"" href=""#"" onclick=""resClick(this.id)"">PLEKHG5</a>",pleckstrin homology and RhoGEF domain containing G5,1,"","",6526151,6580121
"<a id=""PLEKHG6"" href=""#"" onclick=""resClick(this.id)"">PLEKHG6</a>",pleckstrin homology and RhoGEF domain containing G6,12,"","",6419601,6437672
"<a id=""PLEKHG7"" href=""#"" onclick=""resClick(this.id)"">PLEKHG7</a>",pleckstrin homology and RhoGEF domain containing G7,12,"","",93130264,93165868
"<a id=""PLEKHH1"" href=""#"" onclick=""resClick(this.id)"">PLEKHH1</a>","pleckstrin homology, MyTH4 and FERM domain containing H1",14,"","",68000006,68056329
"<a id=""PLEKHH2"" href=""#"" onclick=""resClick(this.id)"">PLEKHH2</a>","pleckstrin homology, MyTH4 and FERM domain containing H2",2,"","",43864398,43995126
"<a id=""PLEKHH3"" href=""#"" onclick=""resClick(this.id)"">PLEKHH3</a>","pleckstrin homology, MyTH4 and FERM domain containing H3",17,"","",40819931,40829048
"<a id=""PLEKHJ1"" href=""#"" onclick=""resClick(this.id)"">PLEKHJ1</a>",pleckstrin homology domain containing J1,19,"","",2229950,2236328
"<a id=""PLEKHM2"" href=""#"" onclick=""resClick(this.id)"">PLEKHM2</a>",pleckstrin homology and RUN domain containing M2,1,"","",16010814,16061264
"<a id=""PLEKHM3"" href=""#"" onclick=""resClick(this.id)"">PLEKHM3</a>",pleckstrin homology domain containing M3,2,"","",208686011,208890251
"<a id=""PLEKHN1"" href=""#"" onclick=""resClick(this.id)"">PLEKHN1</a>",pleckstrin homology domain containing N1,1,"","",901861,911245
"<a id=""PLEKHO1"" href=""#"" onclick=""resClick(this.id)"">PLEKHO1</a>",pleckstrin homology domain containing O1,1,"","",150121623,150132260
"<a id=""PLEKHO2"" href=""#"" onclick=""resClick(this.id)"">PLEKHO2</a>",pleckstrin homology domain containing O2,15,"","",65134081,65160201
"<a id=""PLEKHS1"" href=""#"" onclick=""resClick(this.id)"">PLEKHS1</a>",pleckstrin homology domain containing S1,10,"","",115511440,115543188
"<a id=""PLG"" href=""#"" onclick=""resClick(this.id)"">PLG</a>",plasminogen,6,"","",161123224,161175085
"<a id=""PLGRKT"" href=""#"" onclick=""resClick(this.id)"">PLGRKT</a>",plasminogen receptor with a C-terminal lysine,9,"","",5357970,5437925
"<a id=""PLIN1"" href=""#"" onclick=""resClick(this.id)"">PLIN1</a>",perilipin 1,15,"","",90207600,90222598
"<a id=""PLIN2"" href=""#"" onclick=""resClick(this.id)"">PLIN2</a>",perilipin 2,9,"","",19115758,19127604
"<a id=""PLIN3"" href=""#"" onclick=""resClick(this.id)"">PLIN3</a>",perilipin 3,19,"","",4838352,4867679
"<a id=""PLIN4"" href=""#"" onclick=""resClick(this.id)"">PLIN4</a>",perilipin 4,19,"","",4502207,4518498
"<a id=""PLIN5"" href=""#"" onclick=""resClick(this.id)"">PLIN5</a>",perilipin 5,19,"","",4522543,4535236
"<a id=""PLK1"" href=""#"" onclick=""resClick(this.id)"">PLK1</a>",polo like kinase 1,16,"","",23690209,23701688
"<a id=""PLK2"" href=""#"" onclick=""resClick(this.id)"">PLK2</a>",polo like kinase 2,5,"","",57749809,57755966
